Orthogroup,Enqua_tentacles1,Enqua_tentacles2,Enqua_tentacles3,Enqua_tentacles4,Enqua_tentacles5,Enqua_tentacles6,Mado_tentacle_i1,Mado_tentacle_i2,Mado_tentacle_o1,Mado_tentacle_o2,Stgag_tentacles1,Stgag_tentacles2,Stgag_tentacles3,Stgag_tentacles4,Stmer_tentacles1,Stmer_tentacles2,Stmer_tentacles3,Stmer_tentacles4,Sthad_tentacles1,Sthad_tentacles2,Sthad_tentacles3,Heau_tentacles1,Heau_tentacles2,Heau_tentacles3,Heau_tentacles4,Heau_tentacles5,Hecri_tentacles1,Hecri_tentacles2,Hecri_tentacles3,Hecri_tentacles4,Hemag_tentacles1,Hemag_tentacles2,Hemag_tentacles3,Hemag_tentacles4,Hemag_tentacles5
OG0006664,421,273,75,205,193,79,354,331,538,228,5095,1777,2027,1425,821,909,640,514,4168,1847,1902,4115,848,790,794,1081,2603,631,852,862,3949,1722,1142,1187,1024
OG0003357,806,1220,75,296,497,67,67,20,37,34,2668,825,1043,587,267,751,859,658,1089,914,792,855,407,493,744,321,290,184,218,274,928,552,287,108,221
OG0005522,411,404,43,205,304,67,399,289,369,242,4566,1648,1773,1131,1278,2150,896,734,4018,1911,1982,1428,494,494,435,396,1311,597,832,707,4527,1424,1347,943,956
OG0002989,2439,930,142,508,611,321,1778,1412,2148,1136,5781,1898,2104,1480,851,1818,609,694,850,390,301,4910,2056,2532,2367,1234,2612,1009,1153,880,4477,1159,1781,1522,882
OG0003578,162,66,13,130,94,12,145,99,101,50,45,55,48,95,90,42,41,17,462,73,82,2752,828,531,352,1105,611,251,228,535,157,35,21,29,59
OG0006167,77,81,4,41,38,15,581,329,433,409,607,320,440,489,247,300,243,150,0,0,0,1179,260,204,264,494,690,212,246,394,772,331,137,166,335
OG0004883,534,731,66,241,292,102,1353,1192,2208,1393,2315,532,775,395,399,411,213,175,1983,476,377,2369,780,710,1632,834,1502,638,745,1035,1982,737,585,424,341
OG0005235,90,65,2,14,22,14,86,64,68,23,344,103,240,110,26,89,42,21,66,31,16,749,147,119,108,100,421,113,93,119,190,61,71,63,32
OG0004907,629,642,32,187,219,40,1296,1003,1567,605,3572,1203,1661,685,283,620,216,285,675,264,176,6402,1791,2126,3275,1161,1556,684,717,956,2848,1053,796,867,514
OG0001629,1236,950,231,663,1007,449,1075,719,1130,497,976,358,489,188,120,209,164,83,624,448,333,1832,612,816,496,529,922,572,503,408,67,91,60,22,55
OG0003292,397,276,22,119,406,71,0,0,0,0,443,194,256,247,53,166,118,54,992,340,185,372,128,171,80,188,217,143,137,107,193,84,37,30,85
OG0000717,1195,493,76,419,348,277,531,532,656,312,1274,595,617,576,359,484,265,175,1269,513,415,1807,232,221,195,448,779,215,264,286,3164,943,728,714,716
OG0003703,851,221,37,149,118,87,678,588,836,338,2123,883,1225,945,420,466,375,279,2076,749,657,4426,847,874,767,1388,1861,881,1070,1043,1655,653,402,376,326
OG0002458,233,300,22,72,78,40,557,398,576,338,2885,776,1111,436,583,779,395,404,2363,788,521,2259,582,504,774,627,1120,552,621,798,1452,718,473,440,347
OG0004423,319,1092,47,210,286,39,155,79,115,55,578,274,212,210,186,287,226,153,796,138,161,0,0,0,0,0,283,85,114,215,621,200,180,161,106
OG0007124,484,165,41,105,86,78,151,99,151,85,752,246,391,362,307,282,137,102,758,211,168,1275,361,398,327,515,752,215,244,456,1166,217,371,234,238
OG0004765,523,828,45,135,176,67,329,225,395,227,7622,3025,3139,1992,1239,1434,779,576,3381,1324,899,3352,858,955,1755,929,1549,840,1185,943,10568,800,2320,1503,1016
OG0002542,8994,8709,467,2110,3651,1174,446,262,378,267,3379,1739,1493,1740,512,1000,708,475,2004,2604,2340,2947,787,1034,1023,1870,1662,1287,1178,1474,3363,968,1115,1390,583
OG0005422,700,1011,182,438,247,147,1002,758,651,256,420,180,228,255,236,205,521,202,445,250,179,0,0,0,0,0,2497,910,1122,1353,1632,303,153,194,273
OG0004347,11,4,2,1,4,1,277,218,325,136,73,35,39,28,84,88,168,75,167,55,42,466,97,115,86,178,189,57,61,158,347,125,65,57,72
OG0003358,1987,1421,96,582,800,286,182,106,102,86,1955,926,1071,399,811,815,641,427,3071,590,629,1171,587,584,682,432,448,221,172,244,4719,1906,1265,1058,985
OG0007216,434,429,41,215,193,52,100,161,170,48,650,187,265,362,240,345,214,153,761,350,349,335,84,52,84,94,366,51,65,165,898,231,205,291,115
OG0004879,79,80,5,41,55,10,1043,862,1360,638,2147,384,658,587,480,635,461,245,1927,615,468,1615,380,553,627,574,1339,407,506,684,1970,565,470,288,405
OG0003354,257,176,16,48,57,30,19,18,20,6,313,214,301,209,130,215,114,80,416,119,198,6,0,0,0,1,484,204,130,278,851,367,177,225,145
OG0005624,745,396,43,217,186,91,488,432,551,247,3625,324,400,241,243,395,234,194,707,209,190,1352,347,367,355,410,980,250,184,369,1141,606,357,209,290
OG0004450,92,48,5,48,45,26,6,3,7,4,57,49,54,90,53,112,87,79,142,95,41,907,128,169,70,178,300,73,92,129,185,90,27,51,58
OG0004746,8745,4701,268,1387,1398,566,1940,1506,2408,1361,1555,803,756,715,821,1405,722,724,2200,1022,805,5690,1418,1343,1314,2135,4061,1574,1538,1951,616,1111,1020,540,691
OG0001326,178,134,3,43,27,16,72,69,95,41,1315,471,463,445,143,254,299,121,1301,559,534,998,284,219,380,198,175,176,166,177,1165,451,299,155,186
OG0004303,979,294,72,297,272,124,254,65,155,116,2870,622,1021,799,629,930,588,430,1968,539,445,2952,1185,1312,1017,934,304,181,281,249,1548,584,531,529,273
OG0005765,609,824,53,186,239,115,361,276,442,245,1105,876,1368,745,172,240,138,147,453,267,185,1649,455,434,668,499,574,252,202,450,796,291,213,233,148
OG0003818,2940,2177,218,488,524,161,52,60,101,49,5438,1609,1474,1476,8,57,129,99,2902,1919,1660,3718,1050,2216,1565,1004,3618,1058,1225,1092,4707,1298,1435,1268,967
OG0007218,659,590,26,136,197,92,271,156,298,166,6551,2343,2316,1180,804,1866,771,597,4726,1780,1611,4122,1310,1768,1357,1502,1634,728,825,1108,2889,783,991,1543,860
OG0005771,1005,688,86,515,798,165,590,314,500,363,469,325,337,168,206,511,235,234,1079,264,161,1854,676,566,426,604,715,275,362,326,360,265,113,134,97
OG0007031,206,145,15,51,45,28,129,94,143,57,430,170,235,180,118,115,60,60,179,80,51,680,229,150,193,269,485,151,113,288,438,163,160,80,88
OG0004304,0,0,0,0,0,0,140,60,111,95,840,398,565,672,369,420,204,237,560,411,171,1393,251,220,285,560,2959,1492,924,1865,2369,615,411,538,525
OG0005552,4109,4598,302,1267,1877,445,756,481,751,420,1910,936,1070,750,548,1598,1375,923,3413,2378,2662,1856,321,425,539,375,1135,406,689,396,3370,1571,1157,685,560
OG0006903,451,341,13,84,109,23,66,44,62,53,313,92,161,82,202,208,147,122,318,129,86,673,120,194,163,104,346,120,110,190,358,246,183,137,76
OG0007302,182,182,44,122,40,81,619,639,1006,371,1347,411,935,248,509,409,320,187,785,483,542,2106,457,352,524,667,1354,510,534,949,1913,647,502,695,530
OG0006813,4978,12076,377,1792,9959,953,540,223,307,199,18268,3946,4641,4058,1026,2572,1541,1401,14561,4697,3868,2370,778,1146,2447,770,1424,706,1022,725,7707,2139,1741,1135,1798
OG0003750,323,428,36,119,78,54,92,31,64,25,1276,687,1020,656,531,809,482,324,549,145,125,705,290,296,187,288,317,184,186,195,3421,1015,1064,1284,1559
OG0006831,358,431,26,146,124,90,688,475,778,376,991,388,570,565,420,598,533,266,1362,419,360,350,75,79,97,163,1027,216,204,511,1117,462,252,280,266
OG0003314,31,30,2,15,9,2,75,105,115,56,2387,262,468,397,213,278,233,90,734,178,178,764,257,223,399,411,686,203,310,477,199,91,167,122,206
OG0005487,276,136,22,93,253,18,81,26,67,66,1115,1020,975,1041,697,1582,644,592,3682,942,929,6930,1040,1105,1093,1807,43885,1657,894,3452,1900,2520,433,232,355
OG0006468,306,288,40,66,127,18,1395,1239,1439,754,1217,528,858,446,979,1825,2045,1287,2452,1065,1046,4657,681,561,1289,1616,3517,1489,1689,1538,2499,1546,853,903,497
OG0003848,1121,453,119,246,200,216,750,616,886,362,293,124,188,155,196,185,158,120,867,210,198,1144,274,260,253,337,415,130,126,164,342,180,87,95,94
OG0005991,329,176,14,104,157,87,263,223,372,182,1858,379,644,314,656,695,479,407,1480,344,356,2540,459,420,552,479,929,255,290,236,1835,604,351,234,258
OG0006494,757,737,66,338,327,123,767,397,647,444,1491,675,1253,584,159,335,193,119,2682,1188,1034,2696,548,531,623,776,1101,644,707,419,834,732,247,364,164
OG0005498,1802,803,156,488,428,347,1835,1000,1314,954,1362,611,621,290,714,820,312,366,1623,356,253,2831,986,1117,769,856,1852,813,773,998,3327,1235,740,1013,952
OG0006432,1831,2792,249,1400,1885,365,4673,3846,5152,2574,3717,1046,1656,1091,922,1073,1759,907,4246,2422,1890,7645,1270,2349,3065,3206,4318,1116,1408,2136,4683,1789,1128,714,829
OG0000731.1,192,292,31,87,145,53,696,538,714,357,2805,1074,1532,788,411,934,514,356,900,539,326,3629,782,1176,1063,1726,1307,538,662,971,2604,870,755,737,610
OG0004936,1133,421,103,255,245,172,488,382,583,325,456,232,271,213,429,672,770,1165,437,273,291,1709,499,530,508,343,1124,661,578,349,567,343,135,186,89
OG0006233,614,486,88,373,377,167,907,1037,1469,570,1065,482,791,268,485,455,454,254,547,529,680,2213,509,547,580,1214,2116,590,536,1383,3311,1019,762,1128,594
OG0005735,2256,419,60,305,365,227,1814,1469,2254,1215,398,161,328,358,108,177,67,99,511,247,204,3465,571,543,511,646,1123,438,518,410,1354,424,294,219,357
OG0002063,683,618,60,144,265,99,136,31,70,74,2816,1942,2258,2953,991,1585,978,615,1152,344,328,736,262,254,269,249,1188,644,699,708,766,524,271,71,221
OG0005136,3,0,0,0,0,0,1834,2032,2417,906,3817,1684,1835,1183,1167,1547,814,749,5516,1297,1500,5288,1456,2214,2055,1711,3457,1083,1686,1517,4155,1976,1080,1047,686
OG0003789,752,690,43,192,284,94,96,80,89,53,5040,1335,1672,1479,1421,3154,2382,1564,4998,1864,1860,3277,1029,1288,1345,581,741,330,430,389,3448,817,1116,1036,937
OG0007310,524,213,15,140,128,82,509,353,546,367,1959,521,641,351,442,870,534,452,593,227,164,647,127,141,169,144,643,136,182,176,516,217,101,115,73
OG0005822,3185,1599,449,1374,1364,625,1338,1242,1900,826,2325,939,1774,788,1545,1344,784,641,3116,1416,908,8320,1718,1672,2090,1721,4634,1490,1702,1496,4111,1782,1031,1179,830
OG0005141,661,103,47,167,250,55,125,91,129,62,146,53,93,115,191,139,160,95,197,79,51,753,137,188,148,180,1011,178,245,250,278,72,35,15,56
OG0003747,717,463,154,164,170,143,946,687,1225,668,418,195,385,197,719,814,494,350,617,304,281,794,163,213,203,245,676,284,271,252,980,467,229,171,136
OG0004445,147,58,11,35,19,22,296,245,365,194,289,73,105,135,95,66,78,46,332,71,47,507,122,113,132,132,188,77,71,137,390,90,99,116,60
OG0006794,929,515,72,268,479,157,1578,1499,2462,1228,2475,987,1167,693,430,694,300,319,1796,717,670,3521,680,662,890,790,2666,666,1101,1181,2255,855,724,889,468
OG0003651,1726,2460,216,1033,2239,240,259,117,198,177,1838,954,1280,1672,479,1206,830,407,1958,1667,2467,1345,368,449,689,636,0,0,0,0,1568,989,699,569,595
OG0002278,6,0,1,1,1,4,21,6,12,14,18,189,128,256,21,10,2,1,2062,309,426,638,167,89,64,224,326,227,182,304,150,39,38,107,41
OG0000769,7,3,1,0,0,2,104,54,39,7,985,571,887,508,559,326,281,163,587,864,502,1063,259,93,269,417,959,330,244,528,1070,1361,121,264,191
OG0001965,7500,7037,1397,4116,4800,1525,3537,3509,6163,2859,15909,6293,9667,3091,5375,6434,4368,3706,9619,8662,6415,7,0,0,0,0,3485,1377,2150,1542,25349,10709,7659,9648,5120
OG0003038,288,157,15,102,56,59,40,14,29,6,816,371,395,278,301,458,212,235,876,277,200,1071,224,244,428,295,737,188,221,463,635,277,225,275,334
OG0005944,512,196,40,113,189,142,543,799,706,187,1217,393,630,628,0,0,0,0,1313,369,295,610,279,234,325,305,277,123,150,159,1774,257,925,567,483
OG0004991,1012,333,67,189,245,221,594,569,709,247,961,200,443,316,308,337,234,240,385,100,57,2033,403,375,274,453,748,244,292,292,863,291,241,336,228
OG0004938,1381,1795,55,238,377,105,1104,900,1590,733,843,337,369,330,419,606,348,313,1403,731,623,2332,700,699,964,620,1788,641,742,761,1431,418,408,259,231
OG0005159,392,134,27,103,159,36,351,333,383,159,443,234,279,368,156,252,186,117,508,205,190,68,17,23,13,19,653,141,164,278,719,434,280,280,206
OG0004397,8400,6342,637,4676,3746,1264,3727,4183,4946,1894,5592,2173,3517,1656,2234,3397,2064,2108,5327,3245,1741,10992,3484,3872,5560,3595,8234,3312,4242,3495,8106,3551,1776,2465,1795
OG0003337,208,143,22,89,135,118,193,209,244,87,100,868,87,71,116,203,474,120,97,313,682,397,63,152,202,161,109,50,126,55,118,403,38,29,54
OG0005063,486,406,9,80,151,59,42,26,22,21,97,82,94,263,84,111,110,84,269,131,85,762,252,241,228,276,215,91,80,111,245,182,61,32,88
OG0000380,1084,848,108,297,509,207,503,358,420,204,1420,569,601,568,508,1012,650,515,470,308,218,1764,738,683,1030,938,1959,1054,1179,1259,3230,1086,895,1122,503
OG0006736,1213,500,99,283,364,230,414,389,557,257,1482,657,899,886,408,747,388,390,142,212,138,1921,652,699,996,667,1555,584,495,804,2190,1018,698,600,448
OG0004768,1662,1124,74,359,356,187,388,289,342,240,1462,678,453,555,303,272,122,140,1030,281,479,3915,1046,897,442,1172,1390,614,474,816,2586,345,220,308,210
OG0003035,194,123,12,56,103,29,90,27,26,51,1910,1025,1124,916,827,1270,427,649,1699,468,514,2225,609,544,299,730,1052,436,602,545,3204,1150,812,971,1221
OG0002723,359,104,31,58,78,66,162,78,125,63,1045,367,403,225,163,184,105,50,304,61,71,744,219,226,301,322,399,269,218,298,1186,337,369,433,175
OG0007278,375,270,20,83,107,53,372,293,428,186,538,183,220,212,183,286,192,132,203,57,64,2081,531,603,627,489,507,177,163,242,554,208,236,201,96
OG0006123,1340,252,54,232,284,68,135,201,224,117,870,282,384,328,163,276,249,99,717,385,190,716,130,136,102,156,213,75,101,95,236,86,81,86,25
OG0003528,57,72,9,18,26,6,36,12,27,24,1838,942,1512,938,528,772,508,285,2910,1457,1144,4043,654,712,904,1275,2076,1117,1461,1295,2108,565,813,514,466
OG0003841,247,223,5,68,102,51,180,123,170,106,2726,738,841,568,45,119,64,59,1848,554,388,963,202,265,377,231,317,156,160,126,687,158,287,80,130
OG0007281,1647,2173,44,315,584,126,113,79,122,83,590,236,285,201,87,187,129,81,440,183,128,334,113,129,135,59,161,76,69,85,353,91,87,58,44
OG0006861,298,173,34,103,71,50,432,474,727,329,1225,455,590,490,281,562,298,209,1463,449,428,2607,658,710,903,749,704,380,466,429,1206,353,299,308,234
OG0004272,392,268,50,160,145,83,347,325,424,132,1259,415,569,513,612,937,570,310,1410,561,482,2294,725,644,778,1022,1055,398,471,738,1784,482,333,222,409
OG0005247,1036,488,32,112,216,57,213,110,161,110,0,0,0,0,403,311,205,215,657,103,222,994,218,170,187,280,587,167,139,249,823,232,227,188,153
OG0005722,4,0,0,0,0,0,3238,3504,4636,2156,4367,1851,2193,2136,1149,1760,922,912,5283,2401,1711,10450,1878,1805,2086,3693,5799,2050,2146,2724,5410,2386,1530,1472,1244
OG0000794,596,325,41,208,178,108,1941,1572,2491,1216,514,196,404,131,333,403,269,195,2351,425,466,1597,233,343,242,442,797,358,570,430,824,497,278,137,218
OG0007019,467,379,44,162,153,46,141,71,91,80,399,165,202,255,232,523,432,282,594,547,697,1436,403,370,649,475,810,248,270,457,663,237,194,179,162
OG0007334,1904,1272,73,259,390,130,2934,2993,4522,2082,1441,440,389,315,176,375,362,249,1350,445,419,4405,982,959,1187,1482,584,177,170,190,953,463,222,230,172
OG0004194,1046,609,31,260,266,144,295,138,235,210,2418,930,1145,910,567,992,798,423,1797,924,1059,814,309,400,299,283,405,235,240,263,2458,1021,742,526,614
OG0006735,5136,2684,171,1056,1048,443,264,181,263,177,2432,1891,2304,1152,445,1499,436,280,2339,715,690,1244,325,249,228,281,684,147,191,164,3728,1682,1012,1155,734
OG0004219,3302,2898,504,1402,1485,830,2422,2165,3530,1827,5981,2977,3824,5129,2493,4054,1874,1666,4907,2660,1901,11085,2981,3638,3388,4871,0,0,0,0,6919,3199,2984,2425,3427
OG0005064,335,156,29,71,50,50,282,182,290,134,243,167,57,53,60,106,85,61,109,63,68,871,165,157,297,263,346,145,123,280,96,33,12,17,28
OG0005933,560,227,16,81,103,52,543,413,434,251,2568,967,1233,756,167,301,231,115,4520,1241,1230,355,37,94,101,81,754,375,324,467,769,273,309,397,160
OG0003396,1349,358,73,243,233,160,511,261,462,295,3037,1729,2451,2059,830,2075,830,412,3246,966,761,3982,856,1296,643,1666,1174,626,860,1151,2633,1110,955,721,807
OG0006074,1118,707,40,206,232,123,248,159,238,135,0,0,0,0,178,277,234,156,909,275,179,1094,231,229,277,420,355,115,131,198,781,285,159,170,177
OG0002215,1172,1520,112,343,497,233,136,45,71,100,438,289,329,388,653,1415,787,663,2662,1224,1081,895,293,238,220,282,1406,994,744,1125,1998,1150,810,643,751
OG0000089,1340,1574,74,632,922,267,49,25,22,36,400,270,396,416,369,731,680,348,1256,946,795,1456,195,226,274,372,612,273,386,435,657,314,149,147,116
OG0003728,1205,582,38,168,620,67,168,76,117,94,319,165,232,189,201,734,1169,474,1258,656,465,1795,281,282,341,468,406,295,372,522,878,521,470,156,208
OG0005693,1334,572,228,402,451,194,4419,4950,8085,3472,2548,1033,1213,860,650,638,315,207,1195,491,512,7681,1583,1874,1182,1239,5118,1334,1258,1084,3754,896,448,686,511
OG0004195,133,148,19,74,84,41,3019,2513,3908,1741,11116,2926,3535,1904,1960,2710,1202,1051,5279,1742,1540,26,0,0,5,9,3392,1298,1723,1647,12040,3535,3085,3336,1850
OG0005476,4,0,0,0,0,0,1390,1404,2114,836,9398,5494,3042,2663,2084,7473,11160,5720,3516,6218,8745,5085,2000,3816,7635,2721,3674,1660,3804,2350,6534,4319,2642,1173,1763
OG0003811,938,686,30,299,385,138,1435,1155,1471,734,890,508,791,524,40,129,45,51,2327,812,612,8307,1231,1239,726,1239,2323,492,564,1148,123,91,13,13,56
OG0004131,10,31,3,12,9,4,3035,2667,3252,1681,8624,3082,2985,2994,1922,2910,2061,1509,8217,2594,2036,12681,2566,2556,3352,3069,7977,2522,2833,3493,8030,3315,1907,1498,1522
OG0006435,1525,450,195,359,375,188,1520,1282,1815,834,1111,340,504,614,492,673,388,315,2076,619,700,4043,1386,1549,1353,1209,3361,1193,1278,1402,658,255,198,105,203
OG0004802,124,89,4,36,28,10,584,615,832,401,1189,386,430,400,235,384,271,187,763,304,228,2481,601,496,597,877,743,399,408,488,909,249,275,113,167
OG0004656,1862,1072,115,726,448,341,1639,1325,2010,1193,4674,1845,2328,1712,801,1655,647,534,3644,1037,782,5389,1979,2626,1771,1536,230,192,253,292,4331,1000,1792,1225,863
OG0003608,431,68,24,149,275,80,302,272,338,148,229,152,176,86,355,1173,675,346,521,284,177,961,378,408,421,618,470,270,240,310,615,190,393,323,240
OG0006793,833,437,74,222,169,150,774,751,1091,381,2393,646,876,468,410,562,391,305,515,278,258,4377,887,979,1172,919,2497,589,687,995,1281,653,264,176,190
OG0006683,1141,761,40,366,431,250,269,158,202,156,3446,2427,3287,1788,1389,2428,996,990,3157,2525,2586,3023,856,1195,1006,995,2221,1308,1373,1124,1836,1401,500,436,618
OG0007140,309,308,45,139,96,93,69,57,101,25,734,328,465,451,207,237,134,95,1640,471,378,572,130,140,224,156,188,52,60,85,412,210,140,154,131
OG0000571,6451,7541,533,1668,2586,958,719,459,767,569,1894,896,661,532,1149,1703,1178,1460,1879,1596,1121,7057,2311,1905,2389,1408,4892,2553,2351,1557,4684,2607,1281,1761,1040
OG0005818,568,433,49,94,110,78,826,759,1116,447,1510,368,374,197,197,239,236,74,198,77,79,1122,259,266,252,327,207,67,87,109,652,171,160,205,160
OG0004687,6474,3168,1038,2426,2393,1965,4728,3393,4993,2752,7982,5845,5861,5432,1726,3247,3565,1527,9508,8469,7401,569,177,223,285,189,8565,5089,5817,3743,12879,6165,6519,3513,3612
OG0004660,10619,5237,686,1554,2532,794,621,335,377,306,2722,1595,1452,994,1213,2388,2887,1133,8331,4226,3706,7972,2509,2616,2913,1678,2431,1082,1282,1293,6317,2556,951,992,1136
